entity,fact,text
SWM1,SWM1 is a gene required for the completion of late events in the sporulation program and for the formation of spore-specific walls in Saccharomyces cerevisiae.,Entity: SWM1. SWM1 is a gene required for the completion of late events in the sporulation program and for the formation of spore-specific walls in Saccharomyces cerevisiae.
"2,3,7,8-tetrachlorodibenzo-p-dioxin","2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD) treatment increases UDP-glucuronyltransferase activity in intestinal crypt cells by 50% at 10 hours and by 200% at 1 day, while increasing tip cell activity by 20% at 10 hours and by 50% at 1 day after administration.","Entity: 2,3,7,8-tetrachlorodibenzo-p-dioxin. SMILES: Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2. 2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD) treatment increases UDP-glucuronyltransferase activity in intestinal crypt cells by 50% at 10 hours and by 200% at 1 day, while increasing tip cell activity by 20% at 10 hours and by 50% at 1 day after administration."
"2,3,7,8-tetrachlorodibenzo-p-dioxin","The ratio of UDP-glucuronyltransferase activity between tip and crypt cells in the intestine decreases from 2.1 at control to 0.9 at 1 day and increases to approximately 1.3 at 3 and 5 days after 2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD) treatment.","Entity: 2,3,7,8-tetrachlorodibenzo-p-dioxin. SMILES: Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2. The ratio of UDP-glucuronyltransferase activity between tip and crypt cells in the intestine decreases from 2.1 at control to 0.9 at 1 day and increases to approximately 1.3 at 3 and 5 days after 2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD) treatment."
"2,3,7,8-tetrachlorodibenzo-p-dioxin","2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD) has an oral LD50 value of approximately 100 µg/kg in adult female rats.","Entity: 2,3,7,8-tetrachlorodibenzo-p-dioxin. SMILES: Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2. 2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD) has an oral LD50 value of approximately 100 µg/kg in adult female rats."
p-nitrophenol,"UDP-glucuronyltransferase catalyzes the glucuronidation of p-nitrophenol in the small intestine, with activity varying by 10-fold between proximal and distal segments in female rats.","Entity: p-nitrophenol. SMILES: O=[N+]([O-])c1ccc(O)cc1. UDP-glucuronyltransferase catalyzes the glucuronidation of p-nitrophenol in the small intestine, with activity varying by 10-fold between proximal and distal segments in female rats."
sodium citrate,"Sodium citrate is used as a component of the assay mixture for acid phosphatase activity measurement, at a concentration of 50 mM and pH 4.8.","Entity: sodium citrate. SMILES: O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+]. Sodium citrate is used as a component of the assay mixture for acid phosphatase activity measurement, at a concentration of 50 mM and pH 4.8."
p-nitrophenylphosphate,p-nitrophenylphosphate is used at 15 mM concentration in the assay mixture for alkaline phosphatase activity measurement.,Entity: p-nitrophenylphosphate. SMILES: O=[N+]([O-])c1ccc(OP(=O)([O-])[O-])cc1. p-nitrophenylphosphate is used at 15 mM concentration in the assay mixture for alkaline phosphatase activity measurement.
NaOH,NaOH is used to adjust the pH to 9.8 in the assay mixture for alkaline phosphatase activity measurement.,Entity: NaOH. SMILES: [Na+].[OH-]. NaOH is used to adjust the pH to 9.8 in the assay mixture for alkaline phosphatase activity measurement.
glycine,Glycine buffer at pH 10.4 is used to stop the reaction in the enzyme assays.,Entity: glycine. SMILES: NCC(=O)O. Glycine buffer at pH 10.4 is used to stop the reaction in the enzyme assays.
MgCl2,MgCl2 is included at 10 mM concentration in the UDP-glucuronyltransferase enzyme assay.,Entity: MgCl2. SMILES: [Cl-].[Cl-].[Mg+2]. MgCl2 is included at 10 mM concentration in the UDP-glucuronyltransferase enzyme assay.
glucose,Glucose is included at 12.5 µmol/ml in the Krebs-Ringer-bicarbonate buffer for the [3H]thymidine incorporation assay in intact cells.,Entity: glucose. SMILES: O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO. Glucose is included at 12.5 µmol/ml in the Krebs-Ringer-bicarbonate buffer for the [3H]thymidine incorporation assay in intact cells.
trichloroacetic acid,Trichloroacetic acid is used to terminate the reaction in the [3H]thymidine incorporation assay for DNA synthesis in intact cells.,Entity: trichloroacetic acid. SMILES: O=C(O)C(Cl)(Cl)Cl. Trichloroacetic acid is used to terminate the reaction in the [3H]thymidine incorporation assay for DNA synthesis in intact cells.
Triton X-100,Triton X-100 is used to treat cells in the UDP-glucuronyltransferase enzyme assay.,Entity: Triton X-100. SMILES: CC(C)(C)CC(C)(C)c1ccc(OCCO)cc1. Triton X-100 is used to treat cells in the UDP-glucuronyltransferase enzyme assay.
thymidine,"Thymidine, labeled with 3H (125 µCi/gmol), is incorporated into DNA in intact cells to measure DNA synthesis.","Entity: thymidine. SMILES: Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O. Thymidine, labeled with 3H (125 µCi/gmol), is incorporated into DNA in intact cells to measure DNA synthesis."
diethanolamine,Diethanolamine is used at 0.1 M concentration and pH 9.8 in the assay mixture for alkaline phosphatase activity measurement.,Entity: diethanolamine. SMILES: OCCNCCO. Diethanolamine is used at 0.1 M concentration and pH 9.8 in the assay mixture for alkaline phosphatase activity measurement.
HCl,HCl is used to adjust the pH to 9.8 in the assay mixture for alkaline phosphatase activity measurement.,Entity: HCl. SMILES: Cl. HCl is used to adjust the pH to 9.8 in the assay mixture for alkaline phosphatase activity measurement.
phenol,Phenol reagent is used to measure protein content in cell lysates.,Entity: phenol. SMILES: Oc1ccccc1. Phenol reagent is used to measure protein content in cell lysates.
p-nitrophenol,p-nitrophenol is used at 0.9 mM concentration in the UDP-glucuronyltransferase enzyme assay and is measured at 405 nm to quantify product formation.,Entity: p-nitrophenol. SMILES: O=[N+]([O-])c1ccc(O)cc1. p-nitrophenol is used at 0.9 mM concentration in the UDP-glucuronyltransferase enzyme assay and is measured at 405 nm to quantify product formation.
glutaraldehyde,Glutaraldehyde is used as a fixative for preparing cells for electron microscopic analysis.,Entity: glutaraldehyde. SMILES: O=CCCCC=O. Glutaraldehyde is used as a fixative for preparing cells for electron microscopic analysis.
TCDD,TCDD is a chemical compound used to treat animals for the preparation of cell samples for biochemical analysis.,Entity: TCDD. SMILES: Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2. TCDD is a chemical compound used to treat animals for the preparation of cell samples for biochemical analysis.
trypan blue,Trypan blue is used as a dye to assess cell viability by exclusion during cell preparation.,Entity: trypan blue. SMILES: Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])cc(N)c4c3O)c(C)c2)ccc1N=Nc1c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])cc(N)c2c1O.[Na+].[Na+].[Na+].[Na+]. Trypan blue is used as a dye to assess cell viability by exclusion during cell preparation.
dithiothreitol,Dithiothreitol is used at a concentration of 0.4 mM in isotonic saline at pH 7.4 for washing the intestinal lumen during cell isolation.,Entity: dithiothreitol. SMILES: O[C@H](CS)[C@H](O)CS. Dithiothreitol is used at a concentration of 0.4 mM in isotonic saline at pH 7.4 for washing the intestinal lumen during cell isolation.
formaldehyde,Formaldehyde is used in combination with glutaraldehyde to fix cells for electron microscopic analysis.,Entity: formaldehyde. SMILES: C=O. Formaldehyde is used in combination with glutaraldehyde to fix cells for electron microscopic analysis.
Pseudouridine,"Pseudouridine residues are localized in Saccharomyces cerevisiae spliceosomal U small nuclear RNAs (UsnRNAs) at positions involved in intermolecular RNA-RNA or RNA-protein interactions, and their formation is catalyzed by the UsnRNA pseudouridine synthase Pus1p.","Entity: Pseudouridine. SMILES: O=c1[nH]cc([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1. Pseudouridine residues are localized in Saccharomyces cerevisiae spliceosomal U small nuclear RNAs (UsnRNAs) at positions involved in intermolecular RNA-RNA or RNA-protein interactions, and their formation is catalyzed by the UsnRNA pseudouridine synthase Pus1p."
PUS1,"PUS1 is the first UsnRNA pseudouridine synthase characterized, exhibiting dual substrate specificity by catalyzing Psi44 formation in both tRNAs and U2 snRNA.","Entity: PUS1. PUS1 is the first UsnRNA pseudouridine synthase characterized, exhibiting dual substrate specificity by catalyzing Psi44 formation in both tRNAs and U2 snRNA."
PUS1,Loss of Pus1p activity abolishes Psi44 formation in the Saccharomyces cerevisiae U2 snRNA.,Entity: PUS1. Loss of Pus1p activity abolishes Psi44 formation in the Saccharomyces cerevisiae U2 snRNA.
PUS4,PUS4 is a pseudouridine synthase gene in Saccharomyces cerevisiae involved in the modification of UsnRNAs.,Entity: PUS4. PUS4 is a pseudouridine synthase gene in Saccharomyces cerevisiae involved in the modification of UsnRNAs.
PUS3,PUS3 is a pseudouridine synthase gene in Saccharomyces cerevisiae involved in the modification of UsnRNAs.,Entity: PUS3. PUS3 is a pseudouridine synthase gene in Saccharomyces cerevisiae involved in the modification of UsnRNAs.
Cbf5p,"Cbf5p is an rRNA-pseudouridine synthase in Saccharomyces cerevisiae, but its depletion does not affect UsnRNA Psi content, indicating that UsnRNA Psi modification is not dependent on the Cbf5p-snoRNA guided mechanism.","Entity: Cbf5p. Cbf5p is an rRNA-pseudouridine synthase in Saccharomyces cerevisiae, but its depletion does not affect UsnRNA Psi content, indicating that UsnRNA Psi modification is not dependent on the Cbf5p-snoRNA guided mechanism."
PUS2,PUS2 is a pseudouridine synthase gene in Saccharomyces cerevisiae involved in the modification of UsnRNAs.,Entity: PUS2. PUS2 is a pseudouridine synthase gene in Saccharomyces cerevisiae involved in the modification of UsnRNAs.
mog-1,mog-1 mRNA is expressed in both germ line and somatic tissues of Caenorhabditis elegans.,Entity: mog-1. mog-1 mRNA is expressed in both germ line and somatic tissues of Caenorhabditis elegans.
mog-1,mog-1 is required for robust germ line proliferation and for normal growth during development in Caenorhabditis elegans.,Entity: mog-1. mog-1 is required for robust germ line proliferation and for normal growth during development in Caenorhabditis elegans.
mog-1,mog-1 encodes a member of the DEAH-box family of RNA-binding proteins.,Entity: mog-1. mog-1 encodes a member of the DEAH-box family of RNA-binding proteins.
fem-3,"In Caenorhabditis elegans hermaphrodite germ line, fem-3 is repressed posttranscriptionally to arrest spermatogenesis and permit oogenesis.","Entity: fem-3. In Caenorhabditis elegans hermaphrodite germ line, fem-3 is repressed posttranscriptionally to arrest spermatogenesis and permit oogenesis."
mog-1,mog-1 plays a broader role in RNA regulation than previously considered.,Entity: mog-1. mog-1 plays a broader role in RNA regulation than previously considered.
Staufen,Staufen is a protein from Drosophila melanogaster known for its ability to bind double-stranded RNA.,Entity: Staufen. Staufen is a protein from Drosophila melanogaster known for its ability to bind double-stranded RNA.
Stau,"In humans, Stau is encoded by four differentially spliced transcripts that produce two proteins with different N-terminal extremities.","Entity: Stau. In humans, Stau is encoded by four differentially spliced transcripts that produce two proteins with different N-terminal extremities."
Stau,Stau is a double-stranded RNA (dsRNA)-binding protein involved in mRNA transport and localization in Drosophila.,Entity: Stau. Stau is a double-stranded RNA (dsRNA)-binding protein involved in mRNA transport and localization in Drosophila.
Stau,"Immunofluorescent double labeling shows that Stau is localized to the rough endoplasmic reticulum (RER) in mammalian cells, implicating it in mRNA targeting to the RER.","Entity: Stau. Immunofluorescent double labeling shows that Stau is localized to the rough endoplasmic reticulum (RER) in mammalian cells, implicating it in mRNA targeting to the RER."
Stau,"In vitro, human Stau (hStau) and mouse Stau (mStau) bind dsRNA via two full-length dsRNA-binding domains and tubulin via a region similar to the microtubule-binding domain of MAP-1B.","Entity: Stau. In vitro, human Stau (hStau) and mouse Stau (mStau) bind dsRNA via two full-length dsRNA-binding domains and tubulin via a region similar to the microtubule-binding domain of MAP-1B."
Pax,"Pax family transcription factors bind DNA through their paired domain, which contains two helix-turn-helix motifs and a beta-hairpin structure.","Entity: Pax. Pax family transcription factors bind DNA through their paired domain, which contains two helix-turn-helix motifs and a beta-hairpin structure."
Pax,"Pax proteins can recruit Ets proteins to bind DNA, a property conserved across the Pax family.","Entity: Pax. Pax proteins can recruit Ets proteins to bind DNA, a property conserved across the Pax family."
